client,datetime,method,request,status,size,referer,user_agent,traffic-label,ref,refers,user-agent,encoded_refers,encoded_user-agent,encoded_status,encoded_method
207.46.13.136,2019-01-22 03:56:19+03:30,GET,/product/14926,404,33617,-,mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 03:56:23+03:30,GET,/product/81900,404,32278,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.78.198.52,2019-01-22 03:56:26+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,171,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.78.198.52,2019-01-22 03:56:27+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,171,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.78.198.52,2019-01-22 03:56:28+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,171,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.78.198.52,2019-01-22 03:56:29+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,171,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.78.198.52,2019-01-22 03:56:30+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,394,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.211.97.39,2019-01-22 03:56:31+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,404,0,https://www.zanbil.ir/m/browse/cooking-tools/%d9%be%d8%ae%d8%aa-%d9%88-%d9%be%d8%b2,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
5.78.198.52,2019-01-22 03:56:32+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,171,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
2.179.141.98,2019-01-22 03:56:32+03:30,POST,"/ajaxFilter/p65,b1?page=1",200,5409,"https://www.zanbil.ir/filter/p65,b1?page=0","mozilla/5.0 (windows nt 6.1) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
5.78.198.52,2019-01-22 03:56:33+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,171,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.78.198.52,2019-01-22 03:56:34+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,394,https://www.zanbil.ir/m/product/33978/64784/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d9%85%d8%af%d9%84-galaxy-a9-%282018%29-dual-128gb-%28sm-a920%29,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
2.179.141.98,2019-01-22 03:56:40+03:30,POST,"/ajaxFilter/p65,b1?page=2",200,5092,"https://www.zanbil.ir/filter/p65,b1?page=1","mozilla/5.0 (windows nt 6.1) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
2.179.141.98,2019-01-22 03:56:45+03:30,POST,"/ajaxFilter/p65,b1?page=1",200,5409,"https://www.zanbil.ir/filter/p65,b1?page=2","mozilla/5.0 (windows nt 6.1) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
207.46.13.104,2019-01-22 03:56:46+03:30,GET,/browse/flute-keys/www.zanbil.ir,404,33605,-,mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
172.20.2.174,2019-01-22 03:56:49+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.211.97.39,2019-01-22 03:56:50+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,404,0,https://www.zanbil.ir/m/browse/food-preparation/%d8%a2%d9%85%d8%a7%d8%af%d9%87-%d8%b3%d8%a7%d8%b2%db%8c-%d8%ba%d8%b0%d8%a7,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
5.211.97.39,2019-01-22 03:56:57+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,404,0,https://www.zanbil.ir/m/browse/meat-grinder/%da%86%d8%b1%d8%ae-%da%af%d9%88%d8%b4%d8%aa,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
5.211.97.39,2019-01-22 03:57:03+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,404,0,https://www.zanbil.ir/m/filter/p25%2cb103,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
5.211.97.39,2019-01-22 03:57:16+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,404,0,https://www.zanbil.ir/m/filter/p25%2cb103%2cb50,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
172.20.2.174,2019-01-22 03:57:22+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.78.198.52,2019-01-22 03:57:25+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,140,https://www.zanbil.ir/m/product/33631/64998/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%a7%d9%be%d9%84-%d9%85%d8%af%d9%84-iphone-xs-256gb,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
66.249.66.194,2019-01-22 03:57:25+03:30,GET,/m/product/25828,404,33613,-,"mozilla/5.0 (linux; android 6.0.1; nexus 5x build/mmb29p) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2272.96 mobile safari/537.36 (compatible; googlebot/2.1; +http://www.google.com/bot.html)",0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.78.198.52,2019-01-22 03:57:26+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,140,https://www.zanbil.ir/m/product/33631/64998/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%a7%d9%be%d9%84-%d9%85%d8%af%d9%84-iphone-xs-256gb,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
5.78.198.52,2019-01-22 03:57:27+03:30,POST,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,140,https://www.zanbil.ir/m/product/33631/64998/%da%af%d9%88%d8%b4%db%8c-%d9%85%d9%88%d8%a8%d8%a7%db%8c%d9%84-%d8%a7%d9%be%d9%84-%d9%85%d8%af%d9%84-iphone-xs-256gb,"mozilla/5.0 (linux; android 8.0.0; samsung sm-g950f build/r16nw) applewebkit/537.36 (khtml, like gecko) samsungbrowser/8.2 chrome/63.0.3239.111 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
66.249.66.91,2019-01-22 03:57:35+03:30,GET,/product/3628?model=6343,404,33634,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 03:57:45+03:30,GET,/product/25816/53071/%D8%B3%D8%A7%DA%A9%D8%B3%DB%8C%D9%81%D9%88%D9%86%20%20YAMAHA%20%20%D8%B7%D9%84%D8%A7%DB%8C%DB%8C%20%D9%85%D8%AF%D9%84%20YTS-280%20%D8%A8%D8%A7%20%DA%AF%D8%A7%D8%B1%D8%A7%D9%86%D8%AA%DB%8C%20%D8%A7%D8%B5%D8%A7%D9%84%D8%AA%20%DA%A9%D8%A7%D9%84%D8%A7%20%D9%88%20%D8%B3%D9%84%D8%A7%D9%85%D8%AA%20%D9%81%DB%8C%D8%B2%DB%8C%DA%A9%DB%8C,404,33805,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
172.20.2.174,2019-01-22 03:57:56+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.209.127.187,2019-01-22 03:58:05+03:30,GET,/static/images/guarantees/warranty.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.209.127.187,2019-01-22 03:58:06+03:30,GET,/static/images/guarantees/bestPrice.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.209.127.187,2019-01-22 03:58:06+03:30,GET,/static/images/guarantees/support.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.209.127.187,2019-01-22 03:58:06+03:30,GET,/static/images/guarantees/fastDelivery.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.209.127.187,2019-01-22 03:58:08+03:30,GET,/static/images/amp/telegram.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.209.127.187,2019-01-22 03:58:08+03:30,GET,/static/images/amp/blog.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.209.127.187,2019-01-22 03:58:09+03:30,GET,/static/images/amp/third-party/footer-mobile.png,304,0,https://www.zanbil.ir/login/auth,"mozilla/5.0 (linux; android 8.0.0; sm-j810f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,3,0
5.211.97.39,2019-01-22 03:58:16+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/filter/p25%2cb103,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 03:58:16+03:30,GET,/product/7524?model=9206,404,33634,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.211.97.39,2019-01-22 03:58:19+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/browse/meat-grinder/%da%86%d8%b1%d8%ae-%da%af%d9%88%d8%b4%d8%aa,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
5.211.97.39,2019-01-22 03:58:21+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/browse/food-preparation/%d8%a2%d9%85%d8%a7%d8%af%d9%87-%d8%b3%d8%a7%d8%b2%db%8c-%d8%ba%d8%b0%d8%a7,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 03:58:22+03:30,GET,/product/12705,404,33559,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
172.20.2.174,2019-01-22 03:58:30+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.211.97.39,2019-01-22 03:58:30+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/browse/mixer/%d9%87%d9%85%d8%b2%d9%86,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 03:58:40+03:30,GET,/product/4423?model=2194,404,33558,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 03:58:49+03:30,GET,/product/14047,404,33559,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 03:58:51+03:30,GET,/product/17699?model=34638,404,33559,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.211.97.39,2019-01-22 03:58:55+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/filter/p29%2cb103,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 03:59:00+03:30,GET,/product/24030,404,33631,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 03:59:03+03:30,GET,/product/77690,404,33631,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
172.20.2.174,2019-01-22 03:59:03+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
66.249.66.194,2019-01-22 03:59:08+03:30,GET,/search?f=p0&phrase=%D8%A7%D8%AA%D9%88+%D9%85%D8%B3%D8%A7%D9%81%D8%B1%D8%AA%DB%8C,404,33656,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 03:59:11+03:30,GET,/product/6456?model=7491,404,33630,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.211.97.39,2019-01-22 03:59:12+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/browse/mixer/%d9%87%d9%85%d8%b2%d9%86,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 03:59:16+03:30,GET,/product/1538,404,33630,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.211.97.39,2019-01-22 03:59:19+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/browse/food-preparation/%d8%a2%d9%85%d8%a7%d8%af%d9%87-%d8%b3%d8%a7%d8%b2%db%8c-%d8%ba%d8%b0%d8%a7,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 03:59:22+03:30,GET,/product/24023,404,33631,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.211.97.39,2019-01-22 03:59:26+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117180000,404,0,https://www.zanbil.ir/m/browse/electric-masher/%da%af%d9%88%d8%b4%d8%aa-%da%a9%d9%88%d8%a8-%d8%a8%d8%b1%d9%82%db%8c,"mozilla/5.0 (iphone; cpu iphone os 10_3_2 like mac os x) applewebkit/603.2.4 (khtml, like gecko) version/10.0 mobile/14f89 safari/602.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
63.143.42.246,2019-01-22 03:59:26+03:30,HEAD,/,301,0,http://zanbil.ir,mozilla/5.0+(compatible; uptimerobot/2.0; http://www.uptimerobot.com/),1,zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,1,1
